color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Rand
1,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4,0.3040005795
1,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,0.1272570335
1,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,6,0.1306700464
1,5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,0.6244652155
0,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,0.5631229577
1,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,0.2053295881
1,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,0.8528653726
1,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,0.9405367146
1,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,0.5156971039
1,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,0.3361129195
1,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6,0.3455141413
1,6.2,0.38,0.42,2.5,0.038,34,117,0.99132,3.36,0.59,11.6,7,0.3308991408
1,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,5,0.8228755663
1,5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,0.4111259098
1,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,0.8200214638
1,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,0.5321278495
1,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,0.1032613318
1,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,0.3019991182
1,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,0.4687064853
1,5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,0.7704946578
1,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,0.9088167856
0,9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,0.5024752899
1,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,0.2096947697
1,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,5,0.6588183506
0,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,0.7788103956
1,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7,0.0814385305
0,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,0.5212947037
1,5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666667,6,0.2745256918
1,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5,0.8346929753
1,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,0.0238885384
1,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,0.1592823868
1,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5,0.856974001
0,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,0.5629718411
1,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5,0.3978553836
0,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,0.1856602239
1,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,0.4754366735
1,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,0.1937241943
1,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,0.2086194893
1,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,0.3051164513
1,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,0.8575772743
1,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7,0.2106325559
1,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,0.0561503794
1,7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,0.9900699041
0,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,0.2249752027
1,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,0.1214965491
1,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,0.2043653172
1,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,0.2172750791
1,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,0.6577674823
1,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,0.4791895985
1,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6,0.1131559245
1,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,0.0720369285
0,12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,0.8974392912
0,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,0.0018856851
0,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,0.4336733588
1,6.8,0.26,0.56,11.9,0.043,64,226,0.997,3.02,0.63,9.3,5,0.7580190029
1,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,0.1233887863
1,5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5,0.6011607496
1,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,0.5472839172
1,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,0.4626427474
1,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,0.135579559
1,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,0.0285236652
0,13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,0.8756583675
1,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,0.5066259275
1,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,0.2825725297
0,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,0.1226763935
1,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,0.5149052811
1,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,0.8088643893
1,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5,0.0246769474
0,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,0.3982706973
1,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5,0.7395484035
0,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,0.7311087686
1,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5,0.8702331218
0,9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5,0.1534621469
0,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,0.6196632455
0,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,0.7366918277
1,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,0.8716888332
1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0.9170134133
1,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,0.5408752421
1,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,0.7904668597
1,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,0.8312214832
1,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,0.9853622818
1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,0.1538088021
1,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,0.9849692094
0,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666667,7,0.3144555932
1,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,0.6156558574
1,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,0.4098593912
0,9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,0.8701115348
1,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,0.3710017188
0,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,0.3721951346
1,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,0.0528093928
1,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,0.7675010336
1,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,0.1839260648
1,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5,0.7471004555
1,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7,0.9676591253
0,8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5,0.7270357281
1,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,0.6048060632
0,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,0.1437735597
1,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6,0.4529317035
1,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,0.119988445
0,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,0.6822165723
1,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,0.4162351531
1,6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6,0.8525132085
1,5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,0.9417243877
0,8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4,0.5999663507
1,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,0.4109389039
1,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,0.552937645
1,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5,0.7247185244
0,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,0.2601263106
1,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,0.9331332848
0,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,0.6765711643
1,5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,0.4589227696
1,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,0.43854473
0,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,0.5977586524
1,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0.9792135425
1,6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,0.4111407944
1,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,0.3821717331
1,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6,0.4942984113
0,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,0.9990540445
1,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,0.369852308
1,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,0.3062355444
0,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,0.445247761
0,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,0.8382087732
1,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5,0.3636254075
0,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,0.2339411045
1,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,0.3416796762
1,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,0.906628032
1,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,7,0.902483257
0,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,0.6832066916
1,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,0.8405339366
1,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5,0.265393113
0,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,0.6310573318
1,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,0.5087051939
1,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2,6,0.0733196621
1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,0.5306068112
1,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6,0.7441502695
0,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,0.6314454095
1,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3,6,0.7792330612
1,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,0.23632224
0,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,0.2376615175
0,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,0.356921246
1,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,0.0303985821
0,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,0.7736342046
1,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,0.8603712067
1,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,0.9305801929
1,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,0.8201634537
1,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,0.3231337613
1,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,0.5631032358
1,6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6,0.1000555065
1,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,0.1774868236
1,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,0.7910010209
1,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,0.4341369558
1,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,0.981847313
0,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,0.4659050591
1,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,0.5145661626
0,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,0.2069423108
1,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,0.5861338563
1,5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,0.9285477723
1,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,0.1747688923
1,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,0.1941014717
1,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,0.22530152
1,7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6,0.3275080989
1,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,0.9999081716
1,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6,0.0849450422
1,6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5,0.2995948682
1,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,0.5630723317
1,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,0.6432254501
1,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,0.4944919213
1,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7,0.2915570091
1,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5,0.0088866351
1,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6,0.4053471389
0,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,0.7792251417
0,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,0.1871826181
1,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,0.9621987022
1,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,5,0.3431357385
1,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,0.8187696314
1,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,0.8815377373
0,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,0.157408017
1,6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,6,0.5388135682
0,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,0.7808947524
1,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,0.7015820262
1,9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4,0.559226749
1,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6,0.6051319614
0,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,0.1789010849
1,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,0.7567923921
1,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,6,0.8107347174
0,9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,0.9798158216
1,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,0.7387020381
1,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5,0.0139944109
1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,0.7000718748
1,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,5,0.709539803
1,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7,0.7286051544
1,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,0.1568871147
0,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,0.8431678575
1,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,0.7763546654
1,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,0.8046896814
1,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,0.7869755444
1,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,0.9607048072
1,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5,0.2732115774
1,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,0.2473886313
1,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,6,0.6166994399
1,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,0.1301987949
0,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,0.2797804826
0,7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,0.0133128571
1,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5,0.2256875464
1,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,0.3901152522
1,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,0.7588637664
1,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7,0.0006159507
1,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.0666666667,6,0.1947679836
1,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,0.2787697904
1,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,0.7478172395
1,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6,0.0059811373
1,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,0.3995780908
1,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,0.5474137971
1,6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,0.0135292844
1,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,0.3454870067
1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,0.6844951867
0,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,0.0243929725
0,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,0.49188194
0,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,0.1784425343
0,10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,0.7215247357
0,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,0.3333813681
1,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,0.7171230484
0,7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,0.7609663182
1,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,0.5746338905
1,8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,0.8282433273
1,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,0.6541607885
1,8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4,0.9202763697
0,7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,0.4684659662
0,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,0.0665931453
1,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,0.0052249969
1,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8,0.1767548376
0,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,0.9507162343
0,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,0.6865502545
0,6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,0.2476852394
1,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,0.1248194487
1,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,0.237027905
1,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5,0.4914332526
1,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,0.9888852932
1,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,4,0.7890770321
1,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,0.8371679995
1,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,0.3471754715
1,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,0.6228925693
0,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,0.0531611245
1,7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,5,0.6916958429
1,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5,0.4370734133
1,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333,6,0.4235193226
1,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,0.8954199071
1,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,0.2644492697
1,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7,0.7139646183
1,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,0.3106043001
0,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,0.3308431923
1,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5,0.6868230356
1,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,0.1300383508
1,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,0.8284774378
1,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,0.2176247127
1,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,0.6143624219
1,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,0.117332754
0,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,0.1518644586
0,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,0.6084784572
1,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,5,0.8901042906
1,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8,0.9694411715
0,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,0.7925759652
0,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,0.3091088766
1,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,0.8458571611
0,8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,0.7360766935
1,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,0.6320039458
1,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7,0.7879405171
1,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,0.8582427111
1,6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,0.7589009323
0,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,0.7303482979
1,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,0.1814966588
1,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6,0.259829459
